unique_key,created_date,complaint_type,descriptor,status,agency,agency_name,incident_zip,city,borough,street_name,latitude,longitude,location
70102022,2026-08-17T22:16:43.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,11419.0,SOUTH RICHMOND HILL,QUEENS,107 AVENUE,40.68394056770645,-73.82479015995013,POINT (-73.82479015995 40.683940567706)
70092909,2026-08-17T22:16:17.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11221.0,BROOKLYN,BROOKLYN,WILLOUGHBY AVENUE,40.69786470192175,-73.93057801502643,POINT (-73.930578015026 40.697864701922)
70094564,2026-08-17T22:12:01.000,Water Maintenance,Low Pressure,In Progress,DEP,Department of Environmental Protection,11217.0,BROOKLYN,BROOKLYN,WYCKOFF STREET,40.683749082208216,-73.98487822626744,POINT (-73.984878226267 40.683749082208)
70094423,2026-08-17T22:11:00.000,Traffic Signal Condition,Controller,Open,DOT,Department of Transportation,11106.0,QUEENS,QUEENS,,40.75454926650701,-73.93029876628202,POINT (-73.930298766282 40.754549266507)
70101381,2026-08-17T22:10:00.000,Traffic Signal Condition,Underground,Open,DOT,Department of Transportation,11419.0,QUEENS,QUEENS,,40.69453156072846,-73.82587663246629,POINT (-73.825876632466 40.694531560728)
70095800,2026-08-17T22:10:00.000,Traffic Signal Condition,Underground,Open,DOT,Department of Transportation,,,MANHATTAN,,,,
70092991,2026-08-17T22:10:00.000,Traffic Signal Condition,Underground,Open,DOT,Department of Transportation,10454.0,BRONX,BRONX,,40.811350448522326,-73.92419197724695,POINT (-73.924191977247 40.811350448522)
70094421,2026-08-17T22:10:00.000,Traffic Signal Condition,Underground,Open,DOT,Department of Transportation,10032.0,MANHATTAN,MANHATTAN,,40.832765951135706,-73.94582417811704,POINT (-73.945824178117 40.832765951136)
70097198,2026-08-17T22:10:00.000,Traffic Signal Condition,Underground,Open,DOT,Department of Transportation,11226.0,BROOKLYN,BROOKLYN,,40.64242381497732,-73.96174694057026,POINT (-73.96174694057 40.642423814977)
70098547,2026-08-17T22:10:00.000,Traffic Signal Condition,Underground,Open,DOT,Department of Transportation,10463.0,BRONX,BRONX,,40.872619836537766,-73.90467626613614,POINT (-73.904676266136 40.872619836538)
70097775,2026-08-17T22:09:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10469.0,BRONX,BRONX,TILLOTSON AVENUE,40.87725451672268,-73.84332660556154,POINT (-73.843326605562 40.877254516723)
70097139,2026-08-17T22:07:31.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11211.0,BROOKLYN,BROOKLYN,POWERS STREET,40.71320693421533,-73.93846173282817,POINT (-73.938461732828 40.713206934215)
70095127,2026-08-17T22:07:30.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,10039.0,NEW YORK,MANHATTAN,WEST  151 STREET,40.82670514968023,-73.93936126970723,POINT (-73.939361269707 40.82670514968)
70093662,2026-08-17T22:03:45.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10452.0,BRONX,BRONX,EDWARD L GRANT HIGHWAY,40.83802776288399,-73.92218837001181,POINT (-73.922188370012 40.838027762884)
70097761,2026-08-17T22:03:45.000,Sidewalk Condition,Broken Sidewalk,In Progress,DOT,Department of Transportation,11226.0,BROOKLYN,BROOKLYN,CHURCH AVENUE,40.65064954611973,-73.95326972630163,POINT (-73.953269726302 40.65064954612)
70100661,2026-08-17T22:02:53.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11237.0,BROOKLYN,BROOKLYN,HART STREET,40.7008714204968,-73.9237946632983,POINT (-73.923794663298 40.700871420497)
70095983,2026-08-17T22:02:27.000,Sewer Maintenance,Catch Basin Clogged,In Progress,DEP,Department of Environmental Protection,11222.0,,BROOKLYN,BAYARD STREET,40.719009537386526,-73.95018068961288,POINT (-73.950180689613 40.719009537387)
70095743,2026-08-17T22:01:45.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10011.0,NEW YORK,MANHATTAN,WEST 23 STREET,40.74493351981207,-73.99760730965676,POINT (-73.997607309657 40.744933519812)
70095057,2026-08-17T21:59:51.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10026.0,NEW YORK,MANHATTAN,WEST  119 STREET,40.80339249060073,-73.94695698594334,POINT (-73.946956985943 40.803392490601)
70095121,2026-08-17T21:59:51.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10026.0,NEW YORK,MANHATTAN,WEST  119 STREET,40.80339249060073,-73.94695698594334,POINT (-73.946956985943 40.803392490601)
70096450,2026-08-17T21:59:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11373.0,ELMHURST,QUEENS,46 AVENUE,40.74011303027179,-73.88963383655269,POINT (-73.889633836553 40.740113030272)
70095812,2026-08-17T21:57:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,10475.0,BRONX,BRONX,,40.87846546757464,-73.82827338291027,POINT (-73.82827338291 40.878465467575)
70095956,2026-08-17T21:56:55.000,Water Maintenance,Fire Hydrant Running Full,In Progress,DEP,Department of Environmental Protection,10455.0,,BRONX,BECK STREET,40.81724493919248,-73.8977864776242,POINT (-73.897786477624 40.817244939192)
70100545,2026-08-17T21:56:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10453.0,BRONX,BRONX,CRESTON AVENUE,40.85501102352651,-73.90279647227902,POINT (-73.902796472279 40.855011023527)
70101364,2026-08-17T21:55:45.000,Street Condition,Pothole,Open,DOT,Department of Transportation,11238.0,BROOKLYN,BROOKLYN,,40.67920428144961,-73.95529393829852,POINT (-73.955293938299 40.67920428145)
70092869,2026-08-17T21:54:46.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10024.0,NEW YORK,MANHATTAN,AMSTERDAM AVENUE,40.78919776878578,-73.97390125201348,POINT (-73.973901252013 40.789197768786)
70095056,2026-08-17T21:54:21.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10458.0,BRONX,BRONX,EAST  197 STREET,40.86572600232724,-73.88733925672294,POINT (-73.887339256723 40.865726002327)
70100348,2026-08-17T21:52:41.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11215.0,BROOKLYN,BROOKLYN,4 AVENUE,40.67128267911037,-73.98793079746352,POINT (-73.987930797464 40.67128267911)
70095723,2026-08-17T21:52:21.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11217.0,BROOKLYN,BROOKLYN,FORT GREENE PLACE,40.686673600725946,-73.97649063195334,POINT (-73.976490631953 40.686673600726)
70101307,2026-08-17T21:48:07.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11221.0,BROOKLYN,BROOKLYN,DEKALB AVENUE,40.69267967702125,-73.94006734368253,POINT (-73.940067343683 40.692679677021)
70092992,2026-08-17T21:48:00.000,Traffic Signal Condition,Controller,Open,DOT,Department of Transportation,11215.0,BROOKLYN,BROOKLYN,,40.65659214813155,-73.98402300086067,POINT (-73.984023000861 40.656592148132)
70097367,2026-08-17T21:47:12.000,Sewer Maintenance,Catch Basin Clogged,In Progress,DEP,Department of Environmental Protection,10023.0,NEW YORK,MANHATTAN,AMSTERDAM AVENUE,40.77913151259593,-73.98123499543658,POINT (-73.981234995437 40.779131512596)
70093417,2026-08-17T21:46:12.000,Street Condition,Blocked - Construction,In Progress,DOT,Department of Transportation,10017.0,NEW YORK,MANHATTAN,EAST 48 STREET,40.7550310038263,-73.9727957148376,POINT (-73.972795714838 40.755031003826)
70099216,2026-08-17T21:45:25.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10453.0,BRONX,BRONX,MORRIS AVENUE,40.8536433678374,-73.90514085166684,POINT (-73.905140851667 40.853643367837)
70098177,2026-08-17T21:45:15.000,Damaged Tree,Branch Cracked and Will Fall,In Progress,DPR,Department of Parks and Recreation,11362.0,,QUEENS,61 AVENUE,,,
70095679,2026-08-17T21:43:08.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10025.0,NEW YORK,MANHATTAN,WEST 109 STREET,40.80279837410404,-73.96529208341731,POINT (-73.965292083417 40.802798374104)
70097187,2026-08-17T21:42:42.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11221.0,BROOKLYN,BROOKLYN,QUINCY STREET,,,
70099550,2026-08-17T21:42:13.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11362.0,,QUEENS,61 AVENUE,,,
70102077,2026-08-17T21:38:57.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11209.0,BROOKLYN,BROOKLYN,4 AVENUE,40.625620628184855,-74.027183959043,POINT (-74.027183959043 40.625620628185)
70093737,2026-08-17T21:38:31.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11214.0,BROOKLYN,BROOKLYN,CROPSEY AVENUE,40.593992710802645,-73.99480415152976,POINT (-73.99480415153 40.593992710803)
70093950,2026-08-17T21:35:37.000,Damaged Tree,Entire Tree Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,10468.0,BRONX,BRONX,WEST FORDHAM ROAD,40.86275037462681,-73.90864914415869,POINT (-73.908649144159 40.862750374627)
70092263,2026-08-17T21:33:09.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10461.0,BRONX,BRONX,MULFORD AVENUE,40.84624453273178,-73.83520944260606,POINT (-73.835209442606 40.846244532732)
70100540,2026-08-17T21:33:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10462.0,BRONX,BRONX,,40.83795285280072,-73.85144571207452,POINT (-73.851445712075 40.837952852801)
70099551,2026-08-17T21:32:24.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11426.0,BELLEROSE,QUEENS,COMMONWEALTH BOULEVARD,40.73910163507444,-73.72370588630059,POINT (-73.723705886301 40.739101635074)
70091602,2026-08-17T21:32:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,10457.0,BRONX,BRONX,,40.85025265851498,-73.90069249909143,POINT (-73.900692499091 40.850252658515)
70102721,2026-08-17T21:31:24.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11419.0,SOUTH RICHMOND HILL,QUEENS,101 AVENUE,40.687618847636976,-73.83424208569384,POINT (-73.834242085694 40.687618847637)
70101567,2026-08-17T21:30:27.000,Sewer Maintenance,Catch Basin Sunken,In Progress,DEP,Department of Environmental Protection,11377.0,WOODSIDE,QUEENS,69 STREET,40.73380050238052,-73.89596961414173,POINT (-73.895969614142 40.733800502381)
70092307,2026-08-17T21:29:58.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10036.0,NEW YORK,MANHATTAN,WEST   48 STREET,40.76394075066936,-73.9939389539171,POINT (-73.993938953917 40.763940750669)
70093396,2026-08-17T21:27:39.000,Street Condition,Line/Marking - Faded,In Progress,DOT,Department of Transportation,11422.0,ROSEDALE,QUEENS,MERRICK BOULEVARD,40.67431464211016,-73.7357016097339,POINT (-73.735701609734 40.67431464211)
70099137,2026-08-17T21:26:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10019.0,NEW YORK,MANHATTAN,10 AVENUE,40.76415473489274,-73.99218451046113,POINT (-73.992184510461 40.764154734893)
70099123,2026-08-17T21:25:39.000,Sidewalk Condition,Sidewalk Violation,In Progress,DOT,Department of Transportation,11420.0,SOUTH OZONE PARK,QUEENS,109 AVENUE,40.68155504127045,-73.82458370538646,POINT (-73.824583705386 40.68155504127)
70101274,2026-08-17T21:24:10.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11203.0,BROOKLYN,BROOKLYN,NEW YORK AVENUE,40.64501408006168,-73.94603067724773,POINT (-73.946030677248 40.645014080062)
70098710,2026-08-17T21:22:12.000,Sewer Maintenance,Manhole Overflow,Closed,DEP,Department of Environmental Protection,11219.0,BROOKLYN,BROOKLYN,56 STREET,40.63047927220531,-73.99514716962142,POINT (-73.995147169621 40.630479272205)
70092183,2026-08-17T21:21:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10302.0,STATEN ISLAND,STATEN ISLAND,DECKER AVENUE,40.62687115353442,-74.13890526828196,POINT (-74.138905268282 40.626871153534)
70095726,2026-08-17T21:20:37.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,10306.0,STATEN ISLAND,STATEN ISLAND,MORLEY AVENUE,40.57557420609442,-74.12648028617762,POINT (-74.126480286178 40.575574206094)
70100547,2026-08-17T21:20:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11230.0,BROOKLYN,BROOKLYN,EAST   18 STREET,40.61211928366654,-73.95601598516747,POINT (-73.956015985167 40.612119283667)
70094347,2026-08-17T21:17:05.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11429.0,QUEENS VILLAGE,QUEENS,SPRINGFIELD BOULEVARD,40.70380424180996,-73.74037435691584,POINT (-73.740374356916 40.70380424181)
70097115,2026-08-17T21:16:53.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11372.0,JACKSON HEIGHTS,QUEENS,94 STREET,40.75589857186708,-73.87404720624843,POINT (-73.874047206248 40.755898571867)
70094822,2026-08-17T21:15:38.000,Street Condition,Defective Hardware,In Progress,DOT,Department of Transportation,10002.0,NEW YORK,MANHATTAN,HESTER STREET,40.71706043846444,-73.99475848390549,POINT (-73.994758483905 40.717060438464)
70094328,2026-08-17T21:15:20.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11420.0,SOUTH OZONE PARK,QUEENS,109 AVENUE,40.68155504127045,-73.82458370538646,POINT (-73.824583705386 40.68155504127)
70099245,2026-08-17T21:15:03.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,DITMAS AVENUE,40.64028658064196,-73.95669644425827,POINT (-73.956696444258 40.640286580642)
70098499,2026-08-17T21:13:33.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11216.0,BROOKLYN,BROOKLYN,MARCY AVENUE,40.68052341355902,-73.9462939773549,POINT (-73.946293977355 40.680523413559)
70092178,2026-08-17T21:13:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11208.0,BROOKLYN,BROOKLYN,CLEVELAND STREET,40.66036846371436,-73.87795804471654,POINT (-73.877958044717 40.660368463714)
70096814,2026-08-17T21:11:31.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11372.0,JACKSON HEIGHTS,QUEENS,75 STREET,40.75169196284789,-73.89128573731169,POINT (-73.891285737312 40.751691962848)
70098483,2026-08-17T21:11:24.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10011.0,NEW YORK,MANHATTAN,7 AVENUE,40.740377246790814,-73.99834002671055,POINT (-73.998340026711 40.740377246791)
70092182,2026-08-17T21:11:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10309.0,STATEN ISLAND,STATEN ISLAND,WIRT AVENUE,40.54726959818814,-74.219490971006,POINT (-74.219490971006 40.547269598188)
70092901,2026-08-17T21:10:36.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11372.0,JACKSON HEIGHTS,QUEENS,82 STREET,40.75462292785195,-73.88518826596733,POINT (-73.885188265967 40.754622927852)
70095745,2026-08-17T21:10:11.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10473.0,BRONX,BRONX,STORY AVENUE,40.82606243421373,-73.84495749633138,POINT (-73.844957496331 40.826062434214)
70101805,2026-08-17T21:10:11.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11369.0,EAST ELMHURST,QUEENS,86 STREET,40.7602605917034,-73.8824207236513,POINT (-73.882420723651 40.760260591703)
70092237,2026-08-17T21:07:54.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,10128.0,NEW YORK,MANHATTAN,EAST   87 STREET,40.779150777086215,-73.95269209717328,POINT (-73.952692097173 40.779150777086)
70100697,2026-08-17T21:07:54.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10128.0,NEW YORK,MANHATTAN,EAST   87 STREET,40.779150777086215,-73.95269209717328,POINT (-73.952692097173 40.779150777086)
70093147,2026-08-17T21:06:57.000,Water Maintenance,Fire Hydrant Running Full,In Progress,DEP,Department of Environmental Protection,10472.0,BRONX,BRONX,WESTCHESTER AVENUE,40.83182857572089,-73.86648835789974,POINT (-73.8664883579 40.831828575721)
70092978,2026-08-17T21:06:44.000,Street Condition,Pothole,Open,DOT,Department of Transportation,11368.0,QUEENS,QUEENS,41 AVENUE,,,
70101963,2026-08-17T21:06:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11103.0,ASTORIA,QUEENS,36 STREET,40.76889345112752,-73.91425092588409,POINT (-73.914250925884 40.768893451128)
70092236,2026-08-17T21:05:01.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11235.0,BROOKLYN,BROOKLYN,OCEAN AVENUE,40.58688072415202,-73.94902633915798,POINT (-73.949026339158 40.586880724152)
70091996,2026-08-17T21:04:48.000,Street Condition,Defective Hardware,In Progress,DOT,Department of Transportation,10013.0,,MANHATTAN,GRAND STREET,40.72084008972866,-74.0006601870905,POINT (-74.00066018709 40.720840089729)
70095681,2026-08-17T21:03:32.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10301.0,STATEN ISLAND,STATEN ISLAND,PROSPECT AVENUE,40.64020033897137,-74.08844105002949,POINT (-74.088441050029 40.640200338971)
70098558,2026-08-17T21:02:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,11203.0,BROOKLYN,BROOKLYN,,40.65160586028889,-73.93329659317037,POINT (-73.93329659317 40.651605860289)
70095120,2026-08-17T21:01:58.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10019.0,NEW YORK,MANHATTAN,BROADWAY,40.76034977218626,-73.98471283716431,POINT (-73.984712837164 40.760349772186)
70098533,2026-08-17T21:01:44.000,Street Condition,Pothole,Open,DOT,Department of Transportation,11221.0,BROOKLYN,BROOKLYN,QUINCY STREET,,,
70100970,2026-08-17T20:59:55.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11426.0,BELLEROSE,QUEENS,COMMONWEALTH BOULEVARD,40.73921427322249,-73.7237487223209,POINT (-73.723748722321 40.739214273222)
70096516,2026-08-17T20:55:39.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10458.0,BRONX,BRONX,EAST  195 STREET,40.86491540345369,-73.88923148335466,POINT (-73.889231483355 40.864915403454)
70100535,2026-08-17T20:55:00.000,Street Light Condition,Traffic Signal Light,Assigned,DOT,Department of Transportation,10065.0,MANHATTAN,MANHATTAN,,40.76676987990434,-73.97118443967818,POINT (-73.971184439678 40.766769879904)
70092156,2026-08-17T20:54:27.000,Sidewalk Condition,Broken Sidewalk,In Progress,DOT,Department of Transportation,10024.0,NEW YORK,MANHATTAN,WEST 89 STREET,40.79034537909131,-73.97532006117136,POINT (-73.975320061171 40.790345379091)
